지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),전운량(10분위)
133,대전,2025-02-15 4:00,-2,,1.1,340,90,0
133,대전,2025-02-15 5:00,-2.3,,0.8,270,91,0
133,대전,2025-02-15 6:00,-2.6,,1,320,91,0
133,대전,2025-02-15 7:00,-2.7,,0.3,0,92,10
133,대전,2025-02-15 8:00,-1.9,,0,0,90,9
133,대전,2025-02-15 9:00,-0.3,,0.7,320,83,8
133,대전,2025-02-15 10:00,2.1,,0.9,160,72,9
133,대전,2025-02-15 11:00,4.6,,0.7,200,61,7
133,대전,2025-02-15 12:00,6.5,,0.9,180,50,9
133,대전,2025-02-15 13:00,7.4,,1.7,160,43,10
133,대전,2025-02-15 14:00,8.1,,1.4,230,32,10
133,대전,2025-02-15 15:00,8.2,,1.3,20,38,10
133,대전,2025-02-15 16:00,7.8,,3.3,200,24,8
133,대전,2025-02-15 17:00,8.1,,1.7,290,32,5
133,대전,2025-02-15 18:00,6.9,,1,270,45,6
133,대전,2025-02-15 19:00,6.4,,1.6,230,46,8
133,대전,2025-02-15 20:00,5.7,,0.9,230,48,9
133,대전,2025-02-15 21:00,4.3,,1.4,320,56,7
133,대전,2025-02-15 22:00,3.1,,0.7,290,61,8
133,대전,2025-02-15 23:00,2.5,,1.7,320,64,7
133,대전,2025-02-16 0:00,2,,0.3,0,67,6
133,대전,2025-02-16 1:00,1.9,,1,320,67,9
133,대전,2025-02-16 2:00,1.3,,1.2,320,71,0
133,대전,2025-02-16 3:00,1.4,,0.9,320,71,8
133,대전,2025-02-16 4:00,1.1,,0.1,0,74,6
133,대전,2025-02-16 5:00,0.8,,0.1,0,76,8
133,대전,2025-02-16 6:00,0.5,,0.6,340,78,6
133,대전,2025-02-16 7:00,-0.3,,1.4,290,82,0
133,대전,2025-02-16 8:00,0,,0.9,320,81,0
133,대전,2025-02-16 9:00,2.2,,1.1,160,75,4
133,대전,2025-02-16 10:00,5.4,,1,180,63,7
133,대전,2025-02-16 11:00,7.4,,1.2,180,55,8
133,대전,2025-02-16 12:00,9.4,,4.5,200,55,5
133,대전,2025-02-16 13:00,10.1,,3.9,230,52,0
133,대전,2025-02-16 14:00,11.6,,2.4,250,50,3
133,대전,2025-02-16 15:00,10.5,,2.6,270,52,6
133,대전,2025-02-16 16:00,10.8,,2.2,250,50,3
133,대전,2025-02-16 17:00,9.6,,1.8,200,62,5
133,대전,2025-02-16 18:00,8.4,,1.4,230,67,0
133,대전,2025-02-16 19:00,7.3,,1.7,230,73,0
133,대전,2025-02-16 20:00,6.2,,1.4,270,78,0
133,대전,2025-02-16 21:00,5.1,,3.7,320,74,6
133,대전,2025-02-16 22:00,4.3,,2.8,320,70,2
133,대전,2025-02-16 23:00,3.9,,2.5,290,70,2
133,대전,2025-02-17 0:00,3,,2.7,320,66,4
133,대전,2025-02-17 1:00,1.2,,2.5,320,61,0
133,대전,2025-02-17 2:00,0.2,,2.8,320,53,0
133,대전,2025-02-17 3:00,-0.5,,1.2,320,48,0
133,대전,2025-02-17 4:00,-0.8,,3,320,36,0
133,대전,2025-02-17 5:00,-0.4,,3.6,320,31,0
133,대전,2025-02-17 6:00,-0.5,,4,320,30,0
133,대전,2025-02-17 7:00,-1.3,,2.8,320,35,0
133,대전,2025-02-17 8:00,-0.5,,1.9,320,34,0
133,대전,2025-02-17 9:00,1.8,,2.2,340,30,0
133,대전,2025-02-17 10:00,3.1,,3.3,320,30,0
133,대전,2025-02-17 11:00,3.9,,4.6,320,28,0
133,대전,2025-02-17 12:00,5.2,,4.6,320,26,0
133,대전,2025-02-17 13:00,5.8,,5.4,320,22,1
133,대전,2025-02-17 14:00,6,,4.4,290,21,0
133,대전,2025-02-17 15:00,5.8,,5.9,320,17,0
133,대전,2025-02-17 16:00,5.1,,5.2,320,21,0
133,대전,2025-02-17 17:00,3.8,,3.9,320,17,0
133,대전,2025-02-17 18:00,1.9,,4.2,320,20,0
133,대전,2025-02-17 19:00,0.5,,4.1,320,29,0
133,대전,2025-02-17 20:00,-0.6,,3.3,320,37,0
133,대전,2025-02-17 21:00,-1.4,,2.9,320,47,0
133,대전,2025-02-17 22:00,-2,,2.8,320,55,0
133,대전,2025-02-17 23:00,-2.1,,2.4,320,56,0
133,대전,2025-02-18 0:00,-2.1,,2.4,320,54,6
133,대전,2025-02-18 1:00,-2.7,,2.6,320,57,7
133,대전,2025-02-18 2:00,-3.2,,2.6,320,55,0
133,대전,2025-02-18 3:00,-3.8,,1.7,320,56,0
133,대전,2025-02-18 4:00,-4.5,,0.5,290,58,0
133,대전,2025-02-18 5:00,-4.5,,1.8,320,60,0
133,대전,2025-02-18 6:00,-4,,1.9,320,54,0
133,대전,2025-02-18 7:00,-4.1,,1.5,320,51,0
133,대전,2025-02-18 8:00,-3.2,,2.2,290,47,0
133,대전,2025-02-18 9:00,-1.7,,2.7,320,38,0
133,대전,2025-02-18 10:00,-0.5,,5.3,320,26,0
133,대전,2025-02-18 11:00,1.2,,4.1,320,24,0
133,대전,2025-02-18 12:00,2.4,,5,340,22,0
133,대전,2025-02-18 13:00,2.9,,6.1,320,23,0
133,대전,2025-02-18 14:00,3.6,,6.8,320,22,0
133,대전,2025-02-18 15:00,3.8,,4,320,23,0
133,대전,2025-02-18 16:00,3.4,,3.7,290,24,0
133,대전,2025-02-18 17:00,2.5,,5,320,30,0
133,대전,2025-02-18 18:00,0.8,,2.9,290,35,0
133,대전,2025-02-18 19:00,-0.4,,3.2,320,34,0
133,대전,2025-02-18 20:00,-1,,2.9,320,36,0
133,대전,2025-02-18 21:00,-2,,1.4,320,39,0
133,대전,2025-02-18 22:00,-2.1,,1.8,320,46,0
133,대전,2025-02-18 23:00,-2.3,,2.4,290,51,0
133,대전,2025-02-19 0:00,-2.7,,2.3,320,52,1
133,대전,2025-02-19 1:00,-3.2,,2.9,320,50,0
133,대전,2025-02-19 2:00,-4,,2.2,320,50,0
133,대전,2025-02-19 3:00,-4.2,,1.2,270,51,0
133,대전,2025-02-19 4:00,-4.6,,1,320,54,0
133,대전,2025-02-19 5:00,-5.4,,1.3,290,60,0
133,대전,2025-02-19 6:00,-5.8,,1.6,270,63,0
133,대전,2025-02-19 7:00,-6.5,,0.8,320,69,0
133,대전,2025-02-19 8:00,-5.4,,0.8,250,63,0
133,대전,2025-02-19 9:00,-1.7,,0.5,320,50,0
133,대전,2025-02-19 10:00,-0.9,,3.8,320,44,0
133,대전,2025-02-19 11:00,-0.1,,4.4,320,41,0
133,대전,2025-02-19 12:00,2.4,,4.4,290,35,1
133,대전,2025-02-19 13:00,2.6,,5,320,30,0
133,대전,2025-02-19 14:00,3.4,,2.8,290,25,0
133,대전,2025-02-19 15:00,3.5,,4.1,320,22,0
133,대전,2025-02-19 16:00,2.6,,4.9,320,19,0
133,대전,2025-02-19 17:00,1.1,,4.4,320,23,0
133,대전,2025-02-19 18:00,-0.2,,3.2,320,29,0
133,대전,2025-02-19 19:00,-1.6,,3.1,320,36,0
133,대전,2025-02-19 20:00,-2.3,,3.4,340,39,0
133,대전,2025-02-19 21:00,-2.8,,2.4,320,42,0
133,대전,2025-02-19 22:00,-3.1,,2,320,44,0
133,대전,2025-02-19 23:00,-3.3,,2.3,320,46,0
133,대전,2025-02-20 0:00,-3.9,,2.2,320,49,0
133,대전,2025-02-20 1:00,-4.9,,1.5,340,53,0
133,대전,2025-02-20 2:00,-4.5,,1.4,290,52,4
133,대전,2025-02-20 3:00,-5.3,,1.5,340,58,0
133,대전,2025-02-20 4:00,-5.9,,1.5,320,61,0
133,대전,2025-02-20 5:00,-5.9,,1.3,320,57,0
133,대전,2025-02-20 6:00,-6.6,,1,290,62,0
133,대전,2025-02-20 7:00,-6.7,,0.9,320,62,0
133,대전,2025-02-20 8:00,-5.7,,0,0,60,0
133,대전,2025-02-20 9:00,-2.8,,0.4,0,47,0
133,대전,2025-02-20 10:00,-0.9,,3,320,39,0
133,대전,2025-02-20 11:00,0.3,,3.3,320,34,0
133,대전,2025-02-20 12:00,1.1,,2.2,320,32,0
133,대전,2025-02-20 13:00,2,,4,320,31,0
133,대전,2025-02-20 14:00,3.4,,4.9,320,27,0
133,대전,2025-02-20 15:00,3.8,,4.7,320,25,0
133,대전,2025-02-20 16:00,3.5,,4.9,320,25,0
133,대전,2025-02-20 17:00,2.6,,3.4,320,27,0
133,대전,2025-02-20 18:00,0.5,,5,320,32,0
133,대전,2025-02-20 19:00,-1.2,,2.8,320,43,0
133,대전,2025-02-20 20:00,-2.2,,2.3,340,43,0
133,대전,2025-02-20 21:00,-2.5,,2.9,320,47,0
133,대전,2025-02-20 22:00,-3,,1.4,320,49,0
133,대전,2025-02-20 23:00,-3.2,,1.8,320,52,0
133,대전,2025-02-21 0:00,-3.2,,1.9,320,52,0
133,대전,2025-02-21 1:00,-3.7,,2.5,320,53,4
133,대전,2025-02-21 2:00,-4.6,,2.6,340,57,4
133,대전,2025-02-21 3:00,-4.3,,2.2,320,53,4
133,대전,2025-02-21 4:00,-4.8,,2.6,320,57,4
133,대전,2025-02-21 5:00,-5.8,,1.7,320,60,3
133,대전,2025-02-21 6:00,-6.2,,0.8,340,61,0
133,대전,2025-02-21 7:00,-6.5,,1,320,64,1
133,대전,2025-02-21 8:00,-5.4,,1.3,270,61,1
133,대전,2025-02-21 9:00,-2.8,,1.4,250,48,6
133,대전,2025-02-21 10:00,-1.2,,3,320,42,1
133,대전,2025-02-21 11:00,0,,4.1,340,37,2
133,대전,2025-02-21 12:00,1.1,,3.3,320,34,0
133,대전,2025-02-21 13:00,2.7,,2.6,340,30,1
133,대전,2025-02-21 14:00,3,,3.5,320,26,1
133,대전,2025-02-21 15:00,3.8,,4.9,320,24,0
133,대전,2025-02-21 16:00,3.7,,4.2,320,20,0
133,대전,2025-02-21 17:00,2.4,,4.3,320,18,0
133,대전,2025-02-21 18:00,0.8,,3.2,320,23,0
133,대전,2025-02-21 19:00,-0.7,,2.9,320,32,0
133,대전,2025-02-21 20:00,-1.8,,1.8,320,36,0
133,대전,2025-02-21 21:00,-1.8,,1.7,320,42,0
133,대전,2025-02-21 22:00,-2.3,,1.2,290,47,0
133,대전,2025-02-21 23:00,-2.4,,1.8,290,51,0
133,대전,2025-02-22 0:00,-2.4,,2.5,320,53,5
133,대전,2025-02-22 1:00,-2.6,,1.7,320,54,5
133,대전,2025-02-22 2:00,-2.6,,1.8,320,55,6
133,대전,2025-02-22 3:00,-3.4,0,2.6,320,81,10
133,대전,2025-02-22 4:00,-4,,0.3,0,90,10
133,대전,2025-02-22 5:00,-4.7,,0.4,0,90,6
133,대전,2025-02-22 6:00,-4.6,0.4,0.2,0,90,7
133,대전,2025-02-22 7:00,-4.8,,0.5,290,90,4
133,대전,2025-02-22 8:00,-4.5,,0.6,320,85,0
133,대전,2025-02-22 9:00,-1.7,0,0.6,340,66,0
133,대전,2025-02-22 10:00,-0.8,,3.2,340,42,0
133,대전,2025-02-22 11:00,0.1,,3.4,340,40,0
133,대전,2025-02-22 12:00,1.2,,2.3,340,35,0
133,대전,2025-02-22 13:00,1.9,,3.1,320,32,0
133,대전,2025-02-22 14:00,3.8,,3.5,320,30,0
133,대전,2025-02-22 15:00,3.8,,4.7,320,25,0
133,대전,2025-02-22 16:00,3.8,,3.9,320,27,1
133,대전,2025-02-22 17:00,3.1,,2.9,320,29,1
133,대전,2025-02-22 18:00,1.5,,3.1,320,34,0
133,대전,2025-02-22 19:00,-0.6,,2.6,360,44,0
133,대전,2025-02-22 20:00,-1.4,,2.1,340,41,0
133,대전,2025-02-22 21:00,-1.5,,2,320,48,0
133,대전,2025-02-22 22:00,-2.8,,1.7,320,56,0
133,대전,2025-02-22 23:00,-3.2,,0.9,250,59,0
133,대전,2025-02-23 0:00,-3,,1.5,290,58,0
133,대전,2025-02-23 1:00,-3.3,,1.8,290,58,0
133,대전,2025-02-23 2:00,-3.7,,1.9,290,51,0
133,대전,2025-02-23 3:00,-4.5,,1.1,320,55,0
133,대전,2025-02-23 4:00,-5.2,,0.7,320,58,0
133,대전,2025-02-23 5:00,-5.5,,0.4,0,58,0
133,대전,2025-02-23 6:00,-6.2,,1.3,320,64,0
133,대전,2025-02-23 7:00,-6.7,,0.9,320,68,0
133,대전,2025-02-23 8:00,-5.8,,0.6,270,66,0
133,대전,2025-02-23 9:00,-2.6,,0.9,250,52,0
133,대전,2025-02-23 10:00,-1.8,,4,320,40,4
133,대전,2025-02-23 11:00,-0.8,,4.6,320,37,4
133,대전,2025-02-23 12:00,0.4,,4.8,320,36,6
133,대전,2025-02-23 13:00,0.6,,5.6,320,35,7
133,대전,2025-02-23 14:00,0.1,,5.7,320,40,8
133,대전,2025-02-23 15:00,0.7,0,4.9,320,33,7
133,대전,2025-02-23 16:00,0.3,,4.3,320,31,7
133,대전,2025-02-23 17:00,-0.9,,7.2,320,34,6
133,대전,2025-02-23 18:00,-1.7,,4.6,320,38,6
133,대전,2025-02-23 19:00,-2.6,,4.5,320,44,1
133,대전,2025-02-23 20:00,-3.2,,3.3,320,47,5
133,대전,2025-02-23 21:00,-3.5,,2.5,320,49,0
133,대전,2025-02-23 22:00,-3.7,,2.1,320,52,8
133,대전,2025-02-23 23:00,-4,,2.2,320,51,0
133,대전,2025-02-24 0:00,-4.3,,1.9,320,53,2
133,대전,2025-02-24 1:00,-4.3,,1.9,320,54,0
133,대전,2025-02-24 2:00,-5.2,,2,320,57,0
133,대전,2025-02-24 3:00,-5.5,,0.9,290,58,0
133,대전,2025-02-24 4:00,-5.3,,1.3,270,57,0
133,대전,2025-02-24 5:00,-6.1,,1.5,270,62,0
133,대전,2025-02-24 6:00,-6.2,,1.6,250,64,0
133,대전,2025-02-24 7:00,-7,,1.4,250,68,0
133,대전,2025-02-24 8:00,-5.1,,0.9,200,60,0
133,대전,2025-02-24 9:00,-2.2,,1.9,230,49,0
133,대전,2025-02-24 10:00,-0.2,,3.2,340,41,0
133,대전,2025-02-24 11:00,0.7,,4.3,320,35,0
133,대전,2025-02-24 12:00,2.5,,3.1,320,30,0
133,대전,2025-02-24 13:00,4.9,,3.3,320,26,0
133,대전,2025-02-24 14:00,5,,5,320,23,0
133,대전,2025-02-24 15:00,5.8,,4.9,340,21,0
133,대전,2025-02-24 16:00,6.1,,4.1,320,18,0
133,대전,2025-02-24 17:00,4.9,,4.4,320,20,0
133,대전,2025-02-24 18:00,2.9,,3.7,320,23,0
133,대전,2025-02-24 19:00,1.1,,2,320,32,0
133,대전,2025-02-24 20:00,-0.1,,2.1,320,38,0
133,대전,2025-02-24 21:00,-0.8,,1.3,320,38,0
133,대전,2025-02-24 22:00,-1.2,,0.9,270,39,0
133,대전,2025-02-24 23:00,-1.8,,1,270,43,0
133,대전,2025-02-25 0:00,-2.5,,1.5,270,47,0
133,대전,2025-02-25 1:00,-3,,0.5,340,50,0
133,대전,2025-02-25 2:00,-3.7,,0.6,270,54,0
133,대전,2025-02-25 3:00,-3.9,,0.2,0,57,0
133,대전,2025-02-25 4:00,-3.9,,1.4,90,58,0
133,대전,2025-02-25 5:00,-4,,1.9,110,61,0
133,대전,2025-02-25 6:00,-4.9,,0.1,0,64,0
133,대전,2025-02-25 7:00,-5.3,,1.2,290,67,0
133,대전,2025-02-25 8:00,-3.9,,0.8,290,65,2
133,대전,2025-02-25 9:00,-1.5,,0.2,0,58,3
133,대전,2025-02-25 10:00,2.1,,1.7,110,48,2
133,대전,2025-02-25 11:00,3.9,,3.2,200,48,7
133,대전,2025-02-25 12:00,4.9,,2.8,200,43,8
133,대전,2025-02-25 13:00,5.5,,3.9,200,40,8
133,대전,2025-02-25 14:00,6.4,,2.7,250,44,8
133,대전,2025-02-25 15:00,6.4,,2.2,250,45,8
133,대전,2025-02-25 16:00,6.9,,2.7,250,45,7
133,대전,2025-02-25 17:00,5.1,,3.5,200,53,8
133,대전,2025-02-25 18:00,4.6,,2.6,230,59,10
133,대전,2025-02-25 19:00,4.4,,1.1,230,64,9
133,대전,2025-02-25 20:00,4.1,,1.5,250,69,7
133,대전,2025-02-25 21:00,4.2,,2.1,200,70,9
133,대전,2025-02-25 22:00,4.3,,1.8,230,71,7
133,대전,2025-02-25 23:00,4.3,,1.4,200,72,6
133,대전,2025-02-26 0:00,3.9,,2,250,74,6
133,대전,2025-02-26 1:00,4.1,,2.2,230,76,9
133,대전,2025-02-26 2:00,3.8,,1.5,230,77,5
133,대전,2025-02-26 3:00,3.4,0,2.4,200,80,0
133,대전,2025-02-26 4:00,3,,1.1,250,84,0
133,대전,2025-02-26 5:00,3.1,,1.7,230,83,6
133,대전,2025-02-26 6:00,2.7,,1.3,230,85,0
133,대전,2025-02-26 7:00,1,,1.5,340,88,0
133,대전,2025-02-26 8:00,1.8,,0.8,200,87,0
133,대전,2025-02-26 9:00,5.2,,1.1,270,68,0
133,대전,2025-02-26 10:00,6.5,,3.1,200,56,0
133,대전,2025-02-26 11:00,7.9,,3.3,320,29,0
133,대전,2025-02-26 12:00,9.1,,4.3,320,31,0
133,대전,2025-02-26 13:00,10,,4.1,320,24,0
133,대전,2025-02-26 14:00,11.2,,2.1,320,19,0
133,대전,2025-02-26 15:00,10.7,,3.6,320,15,0
133,대전,2025-02-26 16:00,11.4,,3.3,320,18,0
133,대전,2025-02-26 17:00,10,,4.2,320,14,0
133,대전,2025-02-26 18:00,7.8,,3.1,320,16,0
133,대전,2025-02-26 19:00,5.6,,2.5,320,19,0
133,대전,2025-02-26 20:00,4.5,,2,340,21,0
133,대전,2025-02-26 21:00,3.1,,2,340,25,0
133,대전,2025-02-26 22:00,2.7,,0.4,0,26,0
133,대전,2025-02-26 23:00,1.7,,0.2,0,30,0
133,대전,2025-02-27 0:00,0.4,,0,0,35,0
133,대전,2025-02-27 1:00,-0.3,,0,0,40,0
133,대전,2025-02-27 2:00,-1.2,,0.4,0,44,0
133,대전,2025-02-27 3:00,-1.8,,0,0,45,0
133,대전,2025-02-27 4:00,-2.2,,1,320,49,0
133,대전,2025-02-27 5:00,-2.6,,0.6,290,52,0
133,대전,2025-02-27 6:00,-3.1,,0.5,320,55,0
133,대전,2025-02-27 7:00,-3.3,,0,0,57,0
133,대전,2025-02-27 8:00,-2.5,,0.6,290,56,3
133,대전,2025-02-27 9:00,0.8,,1,320,45,3
133,대전,2025-02-27 10:00,4.4,,0.7,180,31,4
133,대전,2025-02-27 11:00,8.1,,1.5,180,23,4
133,대전,2025-02-27 12:00,11.5,,1.7,160,16,4
133,대전,2025-02-27 13:00,13.6,,1.7,180,10,3
133,대전,2025-02-27 14:00,15.2,,2.3,160,10,0
133,대전,2025-02-27 15:00,16.1,,2.2,160,8,2
133,대전,2025-02-27 16:00,16.3,,0.9,180,8,4
133,대전,2025-02-27 17:00,15.5,,2.1,320,9,4
133,대전,2025-02-27 18:00,13.1,,1.2,360,11,5
133,대전,2025-02-27 19:00,11.3,,0.8,320,12,0
133,대전,2025-02-27 20:00,9.3,,0.1,0,19,0
133,대전,2025-02-27 21:00,8.1,,2.3,230,22,3
133,대전,2025-02-27 22:00,7.8,,1.6,140,24,9
133,대전,2025-02-27 23:00,8.6,,1.8,230,23,9
133,대전,2025-02-28 0:00,8.4,0,0.5,320,23,9
133,대전,2025-02-28 1:00,7.9,,0.7,320,26,9
133,대전,2025-02-28 2:00,8,,1.3,200,33,9
133,대전,2025-02-28 3:00,7.4,,0,0,33,9
133,대전,2025-02-28 4:00,7,,1.1,320,35,9
133,대전,2025-02-28 5:00,7,,0.9,250,45,10
133,대전,2025-02-28 6:00,6.7,0,0,0,52,10
133,대전,2025-02-28 7:00,6.5,,0.7,290,54,10
133,대전,2025-02-28 8:00,6.8,,1,230,66,9
133,대전,2025-02-28 9:00,7.8,0,1.4,200,69,9
133,대전,2025-02-28 10:00,10.2,,1.7,230,61,8
133,대전,2025-02-28 11:00,11.9,,1.6,200,59,5
133,대전,2025-02-28 12:00,12.1,,1.8,20,57,8
133,대전,2025-02-28 13:00,12.5,,2.5,340,56,7
133,대전,2025-02-28 14:00,15.3,,1.7,250,47,7
133,대전,2025-02-28 15:00,16.4,,3,200,44,6
133,대전,2025-02-28 16:00,16.6,,2,200,42,3
133,대전,2025-02-28 17:00,15.6,,0.6,290,44,0
133,대전,2025-02-28 18:00,13.6,,0.3,0,49,0
133,대전,2025-02-28 19:00,12.3,,1.3,320,54,0
133,대전,2025-02-28 20:00,10.3,,1.2,340,61,0
133,대전,2025-02-28 21:00,8.9,,0.6,290,65,0
133,대전,2025-02-28 22:00,7.7,,0.6,320,70,0
133,대전,2025-02-28 23:00,6.3,,0.7,180,74,0
133,대전,2025-03-01 0:00,5.4,,1.7,270,77,0
133,대전,2025-03-01 1:00,4.9,,1.4,340,80,0
133,대전,2025-03-01 2:00,3.9,,0,0,83,0
133,대전,2025-03-01 3:00,3.3,,1.6,340,87,0
133,대전,2025-03-01 4:00,3,,0,0,89,0
133,대전,2025-03-01 5:00,2.2,,1,320,89,0
133,대전,2025-03-01 6:00,2.2,,0,0,90,6
133,대전,2025-03-01 7:00,1.7,,1.2,320,91,3
133,대전,2025-03-01 8:00,2.4,,1.2,340,87,4
133,대전,2025-03-01 9:00,4.9,,1.1,340,79,7
133,대전,2025-03-01 10:00,7.4,,0.2,0,70,9
133,대전,2025-03-01 11:00,7.5,,0.2,0,69,10
133,대전,2025-03-01 12:00,8.2,0,0.5,200,67,10
133,대전,2025-03-01 13:00,8.2,,0.1,0,74,10
133,대전,2025-03-01 14:00,7.3,,1.7,340,89,10
133,대전,2025-03-01 15:00,7.3,1.4,0.9,360,95,10
133,대전,2025-03-01 16:00,7.6,,0.2,0,96,10
133,대전,2025-03-01 17:00,7.8,,1.5,230,95,10
133,대전,2025-03-01 18:00,7.9,1.1,1.3,320,95,10
133,대전,2025-03-01 19:00,7.9,,0.2,0,97,10
133,대전,2025-03-01 20:00,8.1,,1.7,20,96,10
133,대전,2025-03-01 21:00,8.1,0.1,0.6,290,96,10
133,대전,2025-03-01 22:00,8.2,,0.3,0,97,10
133,대전,2025-03-01 23:00,8.2,,0.1,0,97,10
133,대전,2025-03-02 0:00,8.3,0,0.2,0,97,10
133,대전,2025-03-02 1:00,8.3,,1.6,290,97,9
133,대전,2025-03-02 2:00,8.4,,0,0,98,10
133,대전,2025-03-02 3:00,8.4,0.1,0.1,0,97,10
133,대전,2025-03-02 4:00,8.5,,0,0,97,10
133,대전,2025-03-02 5:00,8.6,,0.5,360,98,10
133,대전,2025-03-02 6:00,8.7,0,0.1,0,97,10
133,대전,2025-03-02 7:00,8.7,,0.3,0,97,10
133,대전,2025-03-02 8:00,8.8,,0.7,340,97,10
133,대전,2025-03-02 9:00,9.1,0,0.5,20,97,10
133,대전,2025-03-02 10:00,9.7,,0.1,0,97,10
133,대전,2025-03-02 11:00,10.9,,0.5,180,89,10
133,대전,2025-03-02 12:00,12.6,0,0.7,340,83,10
133,대전,2025-03-02 13:00,15.1,,0.6,90,75,10
133,대전,2025-03-02 14:00,16.4,,5.5,140,71,10
133,대전,2025-03-02 15:00,14.1,,5.5,110,75,10
133,대전,2025-03-02 16:00,13.3,,4.8,110,71,10
133,대전,2025-03-02 17:00,12.3,,5.1,110,69,10
133,대전,2025-03-02 18:00,12.1,,4.4,90,57,10
133,대전,2025-03-02 19:00,10.2,,3.2,90,70,10
133,대전,2025-03-02 20:00,8.2,,3.7,90,89,10
133,대전,2025-03-02 21:00,7.3,2.5,6.4,90,86,10
133,대전,2025-03-02 22:00,6.5,,6.1,90,82,10
133,대전,2025-03-02 23:00,5.2,,4.7,110,89,10
133,대전,2025-03-03 0:00,5.2,3.1,6,110,84,10
133,대전,2025-03-03 1:00,4.4,,4.7,70,90,10
133,대전,2025-03-03 2:00,2,,3.8,50,94,10
133,대전,2025-03-03 3:00,2.4,15.8,4.8,140,93,10
133,대전,2025-03-03 4:00,2.6,,3.2,140,93,10
133,대전,2025-03-03 5:00,2.8,,1.4,110,91,10
133,대전,2025-03-03 6:00,2.8,3.1,2.1,90,89,10
133,대전,2025-03-03 7:00,2,,2.6,70,92,10
133,대전,2025-03-03 8:00,1.2,,2.1,70,95,10
133,대전,2025-03-03 9:00,1.8,4.1,4.5,110,89,10
133,대전,2025-03-03 10:00,2.8,,5,110,80,10
133,대전,2025-03-03 11:00,3.6,,5.3,110,71,9
133,대전,2025-03-03 12:00,3.9,,6.1,110,72,10
133,대전,2025-03-03 13:00,4.9,,7.2,110,65,8
133,대전,2025-03-03 14:00,5.6,,6.5,110,59,8
133,대전,2025-03-03 15:00,6.3,,5.7,110,53,8
133,대전,2025-03-03 16:00,5.5,,6.6,110,55,7
133,대전,2025-03-03 17:00,4.8,,6.6,110,53,9
133,대전,2025-03-03 18:00,4,,4.9,110,57,7
133,대전,2025-03-03 19:00,3.4,,5.1,110,56,8
133,대전,2025-03-03 20:00,3.2,,7.6,110,52,8
133,대전,2025-03-03 21:00,3.2,,6.2,110,56,9
133,대전,2025-03-03 22:00,2.9,,6.1,140,60,9
133,대전,2025-03-03 23:00,3.1,,6,110,60,10
133,대전,2025-03-04 0:00,3.2,,6.4,110,62,10
133,대전,2025-03-04 1:00,3,,4.7,110,60,10
133,대전,2025-03-04 2:00,3,,4.9,110,59,10
133,대전,2025-03-04 3:00,3,0,5.5,110,61,10
133,대전,2025-03-04 4:00,2.3,,4,110,69,10
133,대전,2025-03-04 5:00,2,,2.2,110,73,10
133,대전,2025-03-04 6:00,2.2,0,5.6,110,71,10
133,대전,2025-03-04 7:00,2.4,,5.7,110,69,10
133,대전,2025-03-04 8:00,2.7,,4.6,90,68,10
133,대전,2025-03-04 9:00,2.6,0,4.2,90,74,10
133,대전,2025-03-04 10:00,1.8,,2.9,90,90,10
133,대전,2025-03-04 11:00,2.7,,3.1,70,88,10
133,대전,2025-03-04 12:00,3.5,0.8,3.1,90,78,10
133,대전,2025-03-04 13:00,3.3,,2.3,90,79,10
133,대전,2025-03-04 14:00,3.4,,3.5,110,83,10
133,대전,2025-03-04 15:00,3.7,0.1,4.3,90,79,10
133,대전,2025-03-04 16:00,5.2,,4.4,110,73,8
133,대전,2025-03-04 17:00,4.9,,6.8,110,66,7
133,대전,2025-03-04 18:00,4.2,0,6.8,110,65,8
133,대전,2025-03-04 19:00,4.2,,3.7,140,68,10
133,대전,2025-03-04 20:00,4.1,,4.3,110,67,10
133,대전,2025-03-04 21:00,4,,1.5,140,68,10
133,대전,2025-03-04 22:00,3.9,,0.8,140,68,10
133,대전,2025-03-04 23:00,4,,1.2,110,67,10
133,대전,2025-03-05 0:00,4.1,,3.2,110,67,9
133,대전,2025-03-05 1:00,3.8,,1.2,90,69,10
133,대전,2025-03-05 2:00,3.7,,1.5,50,70,10
133,대전,2025-03-05 3:00,3.6,,1,20,71,10
133,대전,2025-03-05 4:00,3.5,,1.3,320,73,10
133,대전,2025-03-05 5:00,3.5,,0.7,360,74,10
133,대전,2025-03-05 6:00,3.5,,1.5,50,76,10
133,대전,2025-03-05 7:00,3.5,,0.8,50,77,10
133,대전,2025-03-05 8:00,4,,1.3,50,74,10
133,대전,2025-03-05 9:00,4.6,,1.7,70,71,10
133,대전,2025-03-05 10:00,4.9,,2,50,70,10
133,대전,2025-03-05 11:00,6.2,,1.4,90,64,10
133,대전,2025-03-05 12:00,7.3,0,1.7,110,58,10
133,대전,2025-03-05 13:00,7.8,,3.3,110,56,10
133,대전,2025-03-05 14:00,8.3,,1.9,70,52,10
133,대전,2025-03-05 15:00,8,0,1.3,90,53,10
133,대전,2025-03-05 16:00,8,,0.8,50,53,10
133,대전,2025-03-05 17:00,7.2,,2.4,20,58,10
133,대전,2025-03-05 18:00,6.4,0,3.3,20,63,10
133,대전,2025-03-05 19:00,6.1,,2.7,20,64,10
133,대전,2025-03-05 20:00,5.8,,1.9,340,68,10
